"","return_year","age_class","CRITFC_prop_at_age","CRITFC_method","ONA_prop_at_age","ONA_method"
"312",2013,"prop_age_3.1",NA,"PIT/SPA",NA,NA
"313",2013,"prop_age_3.2",NA,"PIT/SPA",NA,NA
"314",2013,"prop_age_3.3",NA,"PIT/SPA",NA,NA
"315",2013,"prop_age_4.1",NA,"PIT/SPA",NA,NA
"316",2014,"prop_age_1.1","0.174827090323133","PIT/SPA",0.0657276995305164,"Deadpitch"
"317",2014,"prop_age_1.2","0.818906895727552","PIT/SPA",0.89906103286385,"Deadpitch"
"318",2014,"prop_age_1.3","0.00107652209818481","PIT/SPA",0.0328638497652582,"Deadpitch"
"319",2014,"prop_age_2.1","0.0012458208415629","PIT/SPA",0,"Deadpitch"
"320",2014,"prop_age_2.2","0.00394367100956716","PIT/SPA",0.00234741784037559,"Deadpitch"
"321",2014,"prop_age_2.3",NA,"PIT/SPA",NA,NA
"322",2014,"prop_age_3.1",NA,"PIT/SPA",NA,NA
"323",2014,"prop_age_3.2",NA,"PIT/SPA",NA,NA
"324",2014,"prop_age_3.3",NA,"PIT/SPA",NA,NA
"325",2014,"prop_age_4.1",NA,"PIT/SPA",NA,NA
"326",2015,"prop_age_1.1","0.002","PIT/SPA",0,"Deadpitch"
"327",2015,"prop_age_1.2","0.97","PIT/SPA",0.939130434782609,"Deadpitch"
"328",2015,"prop_age_1.3","0.024","PIT/SPA",0.0434782608695652,"Deadpitch"
"329",2015,"prop_age_2.1","0.002","PIT/SPA",0.00869565217391304,"Deadpitch"
"330",2015,"prop_age_2.2",NA,"PIT/SPA",0.00869565217391304,"Deadpitch"
"331",2015,"prop_age_2.3",NA,"PIT/SPA",NA,NA
"332",2015,"prop_age_3.1",NA,"PIT/SPA",NA,NA
"333",2015,"prop_age_3.2",NA,"PIT/SPA",NA,NA
"334",2015,"prop_age_3.3",NA,"PIT/SPA",NA,NA
"335",2015,"prop_age_4.1",NA,"PIT/SPA",NA,NA
"336",2016,"prop_age_1.1","0.00949352685566569","PIT/SPA",0.0101781170483461,"Deadpitch"
"337",2016,"prop_age_1.2","0.95981944909294","PIT/SPA",0.956743002544529,"Deadpitch"
"338",2016,"prop_age_1.3","0.00715203620203911","PIT/SPA",0.0254452926208651,"Deadpitch"
"339",2016,"prop_age_2.1",NA,"PIT/SPA",0.00254452926208651,"Deadpitch"
"340",2016,"prop_age_2.2","0.0235394254477849","PIT/SPA",0.00508905852417303,"Deadpitch"
"341",2016,"prop_age_2.3",NA,"PIT/SPA",NA,NA
"342",2016,"prop_age_3.1",NA,"PIT/SPA",NA,NA
"343",2016,"prop_age_3.2",NA,"PIT/SPA",NA,NA
"344",2016,"prop_age_3.3",NA,"PIT/SPA",NA,NA
"345",2016,"prop_age_4.1",NA,"PIT/SPA",NA,NA
"346",2017,"prop_age_1.1","0.190266708424329","PIT/SPA",0.049645390070922,"Deadpitch"
"347",2017,"prop_age_1.2","0.527","PIT/SPA",0.735224586288416,"Deadpitch"
"348",2017,"prop_age_1.3","0.221","PIT/SPA",0.193853427895981,"Deadpitch"
"349",2017,"prop_age_2.1","0.036","PIT/SPA",0.016548463356974,"Deadpitch"
"350",2017,"prop_age_2.2","0.022","PIT/SPA",0.00472813238770686,"Deadpitch"
"351",2017,"prop_age_2.3","0.004","PIT/SPA",NA,NA
"352",2017,"prop_age_3.1",NA,"PIT/SPA",NA,NA
"353",2017,"prop_age_3.2",NA,"PIT/SPA",NA,NA
"354",2017,"prop_age_3.3",NA,"PIT/SPA",NA,NA
"355",2017,"prop_age_4.1",NA,"PIT/SPA",NA,NA
"356",2018,"prop_age_1.1","0.0039832778500609","PIT/SPA",0,"Deadpitch"
"357",2018,"prop_age_1.2","0.956208106702492","PIT/SPA",0.98046875,"Deadpitch"
"358",2018,"prop_age_1.3","0.022","PIT/SPA",0.01171875,"Deadpitch"
"359",2018,"prop_age_2.1","0.004","PIT/SPA",0.00390625,"Deadpitch"
"360",2018,"prop_age_2.2","0.00626975539976126","PIT/SPA",0.00390625,"Deadpitch"
"361",2018,"prop_age_2.3",NA,"PIT/SPA",NA,NA
"362",2018,"prop_age_3.1","0.0075892727707257","PIT/SPA",NA,NA
"363",2018,"prop_age_3.2",NA,"PIT/SPA",NA,NA
"364",2018,"prop_age_3.3",NA,"PIT/SPA",NA,NA
"365",2018,"prop_age_4.1",NA,"PIT/SPA",NA,NA
"366",2019,"prop_age_1.1","0.545","PIT/SPA",0.167155425219941,"Deadpitch"
"367",2019,"prop_age_1.2","0.171","PIT/SPA",0.524926686217009,"Deadpitch"
"368",2019,"prop_age_1.3","0.224","PIT/SPA",0.299120234604106,"Deadpitch"
"369",2019,"prop_age_2.1","0.012","PIT/SPA",0.00586510263929619,"Deadpitch"
"370",2019,"prop_age_2.2","0.046","PIT/SPA",0.00293255131964809,"Deadpitch"
"371",2019,"prop_age_2.3","0.001","PIT/SPA",NA,NA
"372",2019,"prop_age_3.1","0.001","PIT/SPA",NA,NA
"373",2019,"prop_age_3.2",NA,"PIT/SPA",NA,NA
"374",2019,"prop_age_3.3",NA,"PIT/SPA",NA,NA
"375",2019,"prop_age_4.1",NA,"PIT/SPA",NA,NA
"376",2020,"prop_age_1.1","0.011","PIT/SPA",0.00911854103343465,"Deadpitch"
"377",2020,"prop_age_1.2","0.984","PIT/SPA",0.975683890577508,"Deadpitch"
"378",2020,"prop_age_1.3","0.001","PIT/SPA",0.0151975683890578,"Deadpitch"
"379",2020,"prop_age_2.1","0.002","PIT/SPA",0,"Deadpitch"
"380",2020,"prop_age_2.2","0.002","PIT/SPA",0,"Deadpitch"
"381",2020,"prop_age_2.3","0","PIT/SPA",NA,NA
"382",2020,"prop_age_3.1",NA,"PIT/SPA",NA,NA
"383",2020,"prop_age_3.2",NA,"PIT/SPA",NA,NA
"384",2020,"prop_age_3.3",NA,"PIT/SPA",NA,NA
"385",2020,"prop_age_4.1",NA,"PIT/SPA",NA,NA
"386",2021,"prop_age_1.1","0.405","PIT/SPA",0.198697068403909,"Deadpitch"
"387",2021,"prop_age_1.2","0.518","PIT/SPA",0.749185667752443,"Deadpitch"
"388",2021,"prop_age_1.3","0.0505","PIT/SPA",0.0521172638436482,"Deadpitch"
"389",2021,"prop_age_2.1","0.014","PIT/SPA",0,"Deadpitch"
"390",2021,"prop_age_2.2","0.012","PIT/SPA",0,"Deadpitch"
"391",2021,"prop_age_2.3","0","PIT/SPA",NA,NA
"392",2021,"prop_age_3.1",NA,"PIT/SPA",NA,NA
"393",2021,"prop_age_3.2",NA,"PIT/SPA",NA,NA
"394",2021,"prop_age_3.3",NA,"PIT/SPA",NA,NA
"395",2021,"prop_age_4.1",NA,"PIT/SPA",NA,NA
"396",2022,"prop_age_1.1","0.024","PIT/SPA",0.019,"Deadpitch"
"397",2022,"prop_age_1.2","0.95","PIT/SPA",0.861,"Deadpitch"
"398",2022,"prop_age_1.3","0.012","PIT/SPA",0.12,"Deadpitch"
"399",2022,"prop_age_2.1","0.0085","PIT/SPA",0,"Deadpitch"
"400",2022,"prop_age_2.2","0.0055","PIT/SPA",0,"Deadpitch"
"401",2022,"prop_age_2.3","0","PIT/SPA",NA,NA
"402",2022,"prop_age_3.1",NA,"PIT/SPA",NA,NA
"403",2022,"prop_age_3.2",NA,"PIT/SPA",NA,NA
"404",2022,"prop_age_3.3",NA,"PIT/SPA",NA,NA
"405",2022,"prop_age_4.1",NA,"PIT/SPA",NA,NA
"406",2023,"prop_age_1.1",NA,"PIT/SPA",0.089,"Deadpitch"
"407",2023,"prop_age_1.2",NA,"PIT/SPA",0.812,"Deadpitch"
"408",2023,"prop_age_1.3",NA,"PIT/SPA",0.096,"Deadpitch"
"409",2023,"prop_age_2.1",NA,"PIT/SPA",0,"Deadpitch"
"410",2023,"prop_age_2.2",NA,"PIT/SPA",0.003,"Deadpitch"
"411",2023,"prop_age_2.3",NA,"PIT/SPA",NA,NA
"412",2023,"prop_age_3.1",NA,"PIT/SPA",NA,NA
"413",2023,"prop_age_3.2",NA,"PIT/SPA",NA,NA
"414",2023,"prop_age_3.3",NA,"PIT/SPA",NA,NA
"415",2023,"prop_age_4.1",NA,"PIT/SPA",NA,NA
